37,41,49,37.1,30,25,15,32,extra_col_0
25,42,55,59,28,27,9,32,0
42,44,52,53,35,24,23,32,0
35,34,65,53,27,23,15,32,0
30,34,55,57,24,25,19,39,0
31,38,55,58,23,21,15,32,0
42,38,46,47,37,22,19,27,0
24,42,60,44,28,31,18,25,0
39,43,46,64,26,35,19,28,0
22,50,58,58,24,35,16,35,0
28,36,62,55,30,29,13,34,0
23,31,64,54,31,34,23,36,0
25,42,57,51,22,22,15,29,0
28,27,50,39,33,25,17,24,0
24,31,52,42,29,22,12,22,0
25,50,50,42,26,22,12,26,0
28,52,53,44,22,30,18,22,0
24,36,52,50,22,32,9,29,0
21,30,56,56,29,30,9,23,0
21,34,61,43,21,21,7,22,0
25,37,60,40,20,27,11,27,0
30,35,41,45,22,29,14,18,0
25,38,59,51,24,22,16,27,0
27,38,55,46,16,29,18,25,0
23,40,49,52,29,30,18,21,0
21,35,54,55,25,28,17,19,0
42,31,42,53,23,24,14,19,0
23,33,56,47,11,19,13,24,0
22,37,53,50,31,18,16,25,0
20,34,55,54,29,29,16,26,0
25,27,50,49,22,19,15,18,0
20,22,48,38,19,13,11,18,0
20,33,54,36,24,19,16,22,0
24,27,48,43,16,18,16,24,0
19,34,38,48,23,19,9,28,0
15,35,46,56,22,20,15,18,0
20,33,55,50,33,23,15,25,0
24,31,50,47,26,27,10,23,0
27,34,45,46,24,25,11,24,0
24,29,57,40,8,24,10,25,0
35,32,61,46,19,24,14,20,0
22,26,50,31,21,23,17,20,0
14,26,55,52,26,18,14,20,0
18,26,52,50,25,10,5,17,0
24,36,49,47,21,23,17,13,0
19,31,36,51,21,16,14,19,0
29,20,33,40,19,21,10,16,0
19,36,40,36,18,19,20,22,0
23,36,42,50,24,23,16,15,0
26,31,52,45,21,9,8,18,0
30,32,47,47,20,15,9,24,0
41,26,51,38,15,12,15,12,0
31,25,43,37,24,8,15,19,0
20,23,43,48,16,12,10,17,0
22,25,38,44,19,13,19,19,0
25,26,48,52,15,20,12,21,0
28,16,48,52,28,30,9,24,0
26,27,39,52,23,17,13,18,0
17,30,46,37,27,10,16,15,0
37,23,40,48,24,17,11,17,0
26,30,43,40,28,22,22,18,0
33,33,41,52,17,9,16,20,0
37,35,51,51,19,14,13,17,0
18,27,49,41,17,15,18,14,0
19,24,48,46,31,16,8,18,0
23,33,45,51,29,17,21,10,0
20,20,52,55,21,13,12,12,0
19,30,46,39,18,15,14,18,0
28,26,41,45,21,9,8,14,0
28,19,51,36,20,14,11,10,0
21,17,59,50,14,11,16,9,0
22,20,44,45,26,21,18,20,0
23,21,44,44,15,13,9,16,0
15,20,45,49,27,17,13,12,0
21,23,48,36,20,23,8,12,0
16,23,36,45,19,23,13,14,0
14,29,47,60,14,9,14,13,0
22,29,46,50,21,12,13,11,0
28,28,51,51,20,20,14,16,0
26,17,45,52,11,21,10,10,0
19,29,45,44,11,20,16,9,0
27,27,51,41,20,11,7,14,0
21,21,50,48,24,12,19,10,0
21,28,44,48,13,22,9,23,0
18,18,39,49,16,24,6,14,0
16,19,37,42,12,19,7,25,0
26,30,39,49,23,16,26,13,0
13,30,44,45,25,13,15,11,0
22,21,37,43,21,12,14,22,0
21,32,34,43,15,10,18,15,0
24,33,47,42,19,20,12,15,0
21,29,36,31,17,12,6,11,0
24,28,39,32,19,9,10,14,0
23,21,22,34,15,17,12,15,0
14,23,33,39,16,18,12,18,0
17,32,35,34,13,17,12,13,0
15,28,34,36,15,12,9,24,0
32,27,39,25,13,13,17,16,0
25,23,38,28,12,11,19,20,0
20,19,27,22,19,15,18,13,0
19,26,40,28,27,15,11,13,0
21,27,30,39,11,14,17,18,0
22,26,43,34,22,17,10,11,0
30,19,40,40,20,8,11,20,0
21,23,26,36,15,17,17,9,0
17,25,43,37,19,22,17,12,0
26,22,30,17,23,16,13,12,0
23,30,29,22,23,10,11,11,0
21,27,29,27,16,14,15,10,0
29,26,43,20,22,15,11,19,0
20,25,25,33,25,5,16,10,0
13,24,18,22,28,11,10,5,0
24,28,28,25,17,17,13,13,0
32,20,32,16,12,11,10,13,0
14,25,29,24,10,11,19,16,0
11,15,37,30,12,16,10,16,0
15,33,18,37,23,20,10,15,0
21,14,16,20,21,18,11,3,0
30,31,31,22,18,9,10,18,0
26,24,30,33,19,18,11,11,0
32,31,34,50,23,25,9,13,0
15,25,37,40,22,17,13,11,0
15,14,41,33,34,16,17,16,0
15,23,40,30,14,16,12,10,0
25,20,40,25,18,12,23,14,0
22,25,25,32,24,17,25,21,0
11,19,38,26,18,13,18,14,0
14,28,32,29,20,19,10,21,0
25,20,38,31,14,14,16,19,0
26,18,32,26,18,17,17,18,0
18,19,20,21,21,17,9,20,0
19,22,33,18,10,14,13,15,0
34,22,33,25,19,17,12,20,0
24,18,26,34,14,14,12,10,0
23,16,29,23,17,18,12,16,0
9,16,32,22,19,17,7,14,0
14,15,30,25,14,17,8,17,0
26,28,26,38,13,17,9,17,0
25,22,27,48,25,19,12,19,0
27,25,37,23,23,22,12,21,0
23,21,45,34,25,20,12,20,0
15,23,35,41,24,15,23,19,0
22,25,44,29,18,14,6,10,0
24,20,41,37,14,18,8,14,0
31,40,44,31,19,13,13,17,0
29,26,49,31,12,16,11,21,0
27,29,47,35,26,23,14,23,0
29,29,44,43,25,22,13,19,0
43,28,44,43,11,20,12,12,0
25,31,32,31,23,19,14,19,0
36,34,45,35,17,26,18,19,0
37,35,41,43,18,17,17,23,0
