Time,Original Signal
0.0,3.162228482959704e-05
0.001000277854959711,6.737835328049046e-05
0.002000555709919422,0.00010752480062825413
0.003000833564879133,0.0001523254542561321
0.004001111419838844,0.00020205146681116402
0.005001389274798556,0.00025698127374655796
0.006001667129758266,0.0003174003733038334
0.007001944984717977,0.00038360089026542366
0.008002222839677688,0.0004558808964750514
0.0090025006946374,0.0005345434810616323
0.010002778549597111,0.0006198955890500785
0.011003056404556821,0.0007122466744588113
0.012003334259516532,0.0008119072388081247
0.013003612114476244,0.0009191873447380364
0.014003889969435954,0.0010343952042331582
0.015004167824395665,0.0011578359390213124
0.016004445679355377,0.0012898105949593459
0.017004723534315088,0.001430615462672106
0.0180050013892748,0.0015805417168038077
0.01900527924423451,0.0017398753425951815
0.020005557099194222,0.0019088972790781745
0.02100583495415393,0.002087883680359202
0.022006112809113642,0.0022771061854609228
0.023006390664073353,0.0024768320945555175
0.024006668519033065,0.0026873243723588747
0.025006946373992776,0.002908841432158605
0.026007224228952488,0.003141636689816216
0.0270075020839122,0.0033859579103081264
0.028007779938871907,0.003642046395684897
0.02900805779383162,0.003910136080307162
0.03000833564879133,0.004190452605835182
0.03100861350375104,0.004483212444469406
0.03200889135871075,0.004788622124814287
0.03300916921367046,0.005106877592282783
0.034009447068630176,0.005438163709092969
0.035009724923589884,0.005782653873430237
0.0360100027785496,0.006140509718790617
0.03701028063350931,0.006511880845040454
0.03801055848846902,0.0068969045297065535
0.03901083634342873,0.007295705366135082
0.040011114198388445,0.007708394770295089
0.04101139205334815,0.00813507029012781
0.04201166990830786,0.008575814644479296
0.043011947763267576,0.009030694418577456
0.044012225618227284,0.009499758354525585
0.045012503473187,0.009983035200760906
0.04601278132814671,0.010480531123432885
0.04701305918310642,0.010992226732384666
0.04801333703806613,0.011518073830421634
0.04901361489302584,0.012057992051370953
0.05001389274798555,0.012611865603785131
0.05101417060294526,0.01317954037599665
0.052014448457904976,0.01376082167729181
0.053014726312864684,0.014355472882675588
0.0540150041678244,0.014963215210603396
0.05501528202278411,0.015583728793672064
0.056015559877743815,0.016216655106546417
0.05701583773270353,0.01686160070420695
0.05801611558766324,0.017518142112309544
0.05901639344262295,0.018185831616576803
0.06001667129758266,0.018864203631715464
0.061016949152542375,0.019552781293999396
0.06201722700750208,0.020251082904702396
0.0630175048624618,0.02095862783651697
0.0640177827174215,0.021674941489024983
0.06501806057238121,0.022399558845132728
0.06601833842734092,0.023132026160522737
0.06701861628230064,0.023871900347540356
0.06801889413726035,0.024618745726809804
0.06901917199222006,0.02537212803101601
0.07001944984717977,0.02613160584502965
0.07101972770213949,0.026896720013182066
